,Id,ChargeDeviceId,ChargeDeviceName,DateCreated,Longitude,Latitude,Connector,ConnectorCount,HexLevel,HexId
0,65e4de665ae5d9854e5d5c9a,ac7a21c48f5833b33a5b606b2089e6a9,NCP Prince Street Car Park,2020-05-04 10:33:48,-2.596704,51.450340,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}, {'ConnectorId': '2', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '22.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Three Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",2,5,85195877fffffff
1,65e4de665ae5d9854e5d5c9b,a999c0cab150490ffefb7ce9ec889830,Longwell Green Leisure Centre,2015-02-03 11:46:47,-2.500966,51.449065,"[{'ConnectorId': '1', 'ConnectorType': 'JEVS G105 (CHAdeMO) DC', 'RatedOutputkW': '50.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '125', 'ChargeMethod': 'DC', 'ChargeMode': '4', 'ChargePointStatus': 'In service', 'TetheredCable': '1', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}, {'ConnectorId': '2', 'ConnectorType': 'CCS Type 2 Combo (IEC62196)', 'RatedOutputkW': '50.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '125', 'ChargeMethod': 'DC', 'ChargeMode': '4', 'ChargePointStatus': 'In service', 'TetheredCable': '1', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}, {'ConnectorId': '3', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '43.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '63', 'ChargeMethod': 'Three Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '1', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",3,5,8519583bfffffff
2,65e4de665ae5d9854e5d5c9e,beab105a740056efe867b95bcb90b82d,Cribbs Causeway Retail Park,2020-05-13 15:58:04,-2.600600,51.526138,"[{'ConnectorId': '1', 'ConnectorType': 'JEVS G105 (CHAdeMO) DC', 'RatedOutputkW': '50.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '125', 'ChargeMethod': 'DC', 'ChargeMode': '4', 'ChargePointStatus': 'In service', 'TetheredCable': '1', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}, {'ConnectorId': '2', 'ConnectorType': 'JEVS G105 (CHAdeMO) DC', 'RatedOutputkW': '50.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '125', 'ChargeMethod': 'DC', 'ChargeMode': '4', 'ChargePointStatus': 'In service', 'TetheredCable': '1', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",2,5,8519580ffffffff
3,65e4de665ae5d9854e5d5c9f,1f13edf5ee75e681fd2b7cf8614ddbe6,Longwell Green Leisure Centre,2020-05-13 15:58:04,-2.500160,51.448399,"[{'ConnectorId': '1', 'ConnectorType': 'JEVS G105 (CHAdeMO) DC', 'RatedOutputkW': '50.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '125', 'ChargeMethod': 'DC', 'ChargeMode': '4', 'ChargePointStatus': 'In service', 'TetheredCable': '1', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}, {'ConnectorId': '2', 'ConnectorType': 'JEVS G105 (CHAdeMO) DC', 'RatedOutputkW': '50.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '125', 'ChargeMethod': 'DC', 'ChargeMode': '4', 'ChargePointStatus': 'In service', 'TetheredCable': '1', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",2,5,8519583bfffffff
4,65e4de665ae5d9854e5d5ca0,56e6c4f845217042ee69fd4415b9e14e,Portway Park and Ride,2020-05-13 15:58:05,-2.689350,51.491173,"[{'ConnectorId': '1', 'ConnectorType': 'JEVS G105 (CHAdeMO) DC', 'RatedOutputkW': '50.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '125', 'ChargeMethod': 'DC', 'ChargeMode': '4', 'ChargePointStatus': 'In service', 'TetheredCable': '1', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}, {'ConnectorId': '2', 'ConnectorType': 'JEVS G105 (CHAdeMO) DC', 'RatedOutputkW': '50.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '125', 'ChargeMethod': 'DC', 'ChargeMode': '4', 'ChargePointStatus': 'In service', 'TetheredCable': '1', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",2,5,85195877fffffff
5,65e4de665ae5d9854e5d5ca2,d4430aa7d7bf3f30bb8fedc3e0650700,Millennium Square Car Park,2020-05-13 18:03:17,-2.600200,51.449326,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}, {'ConnectorId': '2', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '22.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Three Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",2,5,85195877fffffff
6,65e4de665ae5d9854e5d5ca3,811783f944604d2c336ede66678c3558,Avon Fire and Rescue,2020-05-13 18:03:17,-2.587170,51.453323,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}, {'ConnectorId': '2', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '22.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Three Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",2,5,8519583bfffffff
7,65e4de665ae5d9854e5d5ca5,6b249c7c7dc2164a67edeb1e67a36436,Create Centre,2020-05-13 18:03:17,-2.622256,51.447063,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}, {'ConnectorId': '2', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '22.0', 'RatedOutputVoltage': '400', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Three Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",2,5,85195877fffffff
8,65e4de665ae5d9854e5d5ca9,59acf66ee9debf6a5e9dcff92994afc2,Bristol Airport,2020-05-13 18:04:17,-2.708267,51.387398,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",1,5,85195877fffffff
9,65e4de665ae5d9854e5d5caa,fd534ba27cc20651b56d18ee2317f2fd,Bristol Airport,2020-05-13 18:04:17,-2.708267,51.387299,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",1,5,85195877fffffff
10,65e4de665ae5d9854e5d5cab,c701a997d9bef627835b036efb4eca63,City Hall,2020-05-13 18:04:17,-2.602010,51.452629,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",1,5,85195877fffffff
11,65e4de665ae5d9854e5d5cac,3510418ba022e024e342ea5ebff9c756,College Street,2020-05-13 18:04:17,-2.602646,51.451996,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",1,5,85195877fffffff
12,65e4de665ae5d9854e5d5cad,36630d466cace25dae4653947bb0fd30,Create Centre,2020-05-13 18:04:17,-2.622250,51.447262,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",1,5,85195877fffffff
13,65e4de665ae5d9854e5d5caf,bcbdc857aaf698544556b72de87ca6a3,West End Car Park,2020-05-13 18:04:17,-2.607060,51.454872,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",1,5,85195877fffffff
14,65e4de665ae5d9854e5d5cb0,5d0e19c6c541acec303211eb3d34ab7f,West End Car Park,2020-05-13 18:04:17,-2.609060,51.454872,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",1,5,85195877fffffff
15,65e4de665ae5d9854e5d5cb1,5c81e23a425043e4d1b3ffd58b6d2125,West End Car Park,2020-05-13 18:04:17,-2.608060,51.454872,"[{'ConnectorId': '1', 'ConnectorType': 'Type 2 Mennekes (IEC62196)', 'RatedOutputkW': '7.0', 'RatedOutputVoltage': '230', 'RatedOutputCurrent': '32', 'ChargeMethod': 'Single Phase AC', 'ChargeMode': '3', 'ChargePointStatus': 'In service', 'TetheredCable': '0', 'Information': None, 'Validated': '0', 'Status': False, 'LastUpdatedAt': None}]",1,5,85195877fffffff
